EnrollmentID ,EnrollDate ,QuizScore ,EmployeeID ,CourseID
         516 ,2022-06-22 ,        0 ,       591 ,      48
         517 ,2023-06-08 ,        0 ,       275 ,      68
         518 ,2020-03-02 ,       77 ,       695 ,      51
         519 ,2022-05-29 ,        0 ,       806 ,      75
         520 ,2021-10-14 ,       21 ,       744 ,      52
         521 ,2020-04-10 ,       41 ,       861 ,      41
         522 ,2020-04-01 ,       76 ,       651 ,      18
         523 ,2023-11-23 ,        0 ,        50 ,      12
         524 ,2024-06-12 ,       53 ,       207 ,      95
         525 ,2021-06-08 ,        3 ,       704 ,      17
         526 ,2024-02-16 ,       48 ,       758 ,      34
         527 ,2024-04-18 ,        0 ,       351 ,      45
         528 ,2022-03-07 ,       75 ,       766 ,      55
         529 ,2020-06-24 ,       40 ,       543 ,      63
         530 ,2023-11-04 ,       40 ,       453 ,      60
         531 ,2022-05-29 ,        0 ,       883 ,      55
         532 ,2022-03-22 ,        0 ,       336 ,      27
         533 ,2023-07-21 ,       56 ,       620 ,      72
         534 ,2020-05-24 ,       74 ,       791 ,      23
         535 ,2023-08-20 ,       35 ,       763 ,      67
         536 ,2023-04-09 ,       53 ,       939 ,      91
         537 ,2021-07-19 ,        4 ,       320 ,      45
         538 ,2022-09-17 ,       67 ,       105 ,      93
         539 ,2022-05-21 ,       64 ,       714 ,     100
         540 ,2021-08-17 ,       22 ,        90 ,     100
         541 ,2023-02-27 ,       28 ,       665 ,      48
         542 ,2022-03-26 ,       84 ,       485 ,      13
         543 ,2022-12-02 ,       56 ,       148 ,      91
         544 ,2024-06-16 ,       64 ,       880 ,      86
         545 ,2021-07-05 ,        0 ,       323 ,      54
         546 ,2023-03-03 ,       72 ,       743 ,      33
         547 ,2023-06-03 ,        0 ,       518 ,      45
         548 ,2020-03-22 ,       94 ,        91 ,      83
         549 ,2022-08-14 ,       22 ,       180 ,      19
         550 ,2023-12-04 ,       11 ,       968 ,      52
         551 ,2020-10-03 ,       38 ,       361 ,      20
         552 ,2024-08-10 ,       98 ,       720 ,      54
         553 ,2020-04-12 ,       13 ,       328 ,      29
         554 ,2024-03-19 ,       19 ,       805 ,       7
         555 ,2020-07-24 ,       35 ,       124 ,      87
         556 ,2020-03-12 ,       29 ,       794 ,       9
         557 ,2023-09-05 ,       55 ,       552 ,      98
         558 ,2024-07-29 ,       67 ,       256 ,      54
         559 ,2021-03-04 ,       15 ,       703 ,      51
         560 ,2022-04-06 ,       37 ,       212 ,      18
         561 ,2024-05-03 ,       36 ,       208 ,      90
         562 ,2021-07-19 ,       25 ,       467 ,      49
         563 ,2023-07-31 ,       43 ,       793 ,      43
         564 ,2022-03-01 ,       40 ,       361 ,      77
         565 ,2023-11-15 ,       11 ,        44 ,      95
         566 ,2020-05-31 ,       51 ,        24 ,      91
         567 ,2021-08-27 ,       94 ,       658 ,      22
         568 ,2023-03-31 ,       26 ,       552 ,      42
         569 ,2022-08-19 ,       69 ,       302 ,      63
         570 ,2022-06-04 ,       12 ,       780 ,      15
         571 ,2020-05-04 ,       27 ,       329 ,      23
         572 ,2022-09-25 ,       76 ,       402 ,      99
         573 ,2021-07-16 ,       91 ,        62 ,      44
         574 ,2023-10-08 ,       97 ,       318 ,      29
         575 ,2020-04-20 ,        0 ,        22 ,      35
         576 ,2023-04-14 ,       80 ,       928 ,      82
         577 ,2021-05-05 ,       41 ,       848 ,      32
         578 ,2022-06-08 ,       88 ,       660 ,      68
         579 ,2022-02-14 ,        0 ,       264 ,      83
         580 ,2023-02-02 ,       55 ,       536 ,      55
         581 ,2020-12-23 ,       30 ,       791 ,       4
         582 ,2020-11-23 ,        3 ,       363 ,      42
         583 ,2022-09-06 ,        5 ,       110 ,      20
         584 ,2020-11-16 ,       30 ,       919 ,      59
         585 ,2022-12-23 ,       74 ,       856 ,      20
         586 ,2024-02-27 ,        7 ,       671 ,      47
         587 ,2023-09-27 ,       67 ,       516 ,      92
         588 ,2023-11-06 ,       19 ,       436 ,      58
         589 ,2023-09-27 ,       77 ,       343 ,      37
         590 ,2020-10-26 ,        0 ,       988 ,      17
         591 ,2024-08-01 ,        0 ,       368 ,      85
         592 ,2023-01-16 ,       46 ,        21 ,       9
         593 ,2022-08-12 ,       93 ,       985 ,      18
         594 ,2024-09-14 ,        0 ,       250 ,      37
         595 ,2021-01-31 ,       34 ,       151 ,      87
         596 ,2023-12-25 ,       37 ,       829 ,      55
         597 ,2023-10-09 ,       66 ,       287 ,     100
         598 ,2023-01-13 ,       60 ,       822 ,      12
         599 ,2021-05-30 ,       26 ,       176 ,      86
         600 ,2023-07-03 ,       94 ,       779 ,      28
         601 ,2022-12-26 ,       94 ,       885 ,      24
         602 ,2022-11-26 ,        0 ,       186 ,      67
         603 ,2023-03-13 ,       60 ,       521 ,      20
         604 ,2021-06-12 ,       21 ,       790 ,       2
         605 ,2020-11-08 ,       23 ,        78 ,      98
         606 ,2024-02-12 ,       98 ,       373 ,       4
         607 ,2022-06-14 ,        0 ,        34 ,      98
         608 ,2023-05-23 ,       81 ,        78 ,      53
         609 ,2021-10-03 ,        0 ,       467 ,      23
         610 ,2020-09-30 ,        8 ,       522 ,      27
         611 ,2020-02-19 ,       94 ,       618 ,      93
         612 ,2022-04-01 ,       72 ,       560 ,      75
         613 ,2023-05-25 ,        4 ,       592 ,       7
         614 ,2020-07-11 ,       18 ,       424 ,      52
         615 ,2024-01-09 ,       37 ,       597 ,      87
         616 ,2020-04-15 ,        0 ,       812 ,      86
         617 ,2020-08-19 ,       55 ,       715 ,      24
         618 ,2022-08-11 ,        1 ,       805 ,      71
         619 ,2020-09-22 ,        3 ,        20 ,      56
         620 ,2020-11-14 ,       67 ,       385 ,      88
         621 ,2021-11-14 ,        4 ,       809 ,      56
         622 ,2021-04-13 ,       77 ,       396 ,       2
         623 ,2021-03-10 ,        0 ,       627 ,      11
         624 ,2023-11-01 ,        0 ,       799 ,      18
         625 ,2022-10-27 ,        0 ,       839 ,      74
         626 ,2021-12-14 ,       94 ,       962 ,      44
         627 ,2022-06-19 ,        4 ,       226 ,      48
         628 ,2023-07-05 ,        0 ,        38 ,      38
         629 ,2024-05-07 ,       87 ,        11 ,      45
         630 ,2021-08-28 ,        0 ,       848 ,      89
         631 ,2020-03-06 ,       74 ,       898 ,      82
         632 ,2024-03-22 ,       58 ,       189 ,      52
         633 ,2022-05-05 ,       74 ,       983 ,      46
         634 ,2020-07-22 ,       95 ,       957 ,      45
         635 ,2023-04-18 ,        0 ,       766 ,      32
         636 ,2021-11-27 ,       62 ,       236 ,      18
         637 ,2020-10-28 ,       25 ,       768 ,       8
         638 ,2024-05-14 ,       68 ,        72 ,      24
         639 ,2023-11-20 ,       86 ,       779 ,      36
         640 ,2024-07-20 ,       87 ,       144 ,      63
         641 ,2022-03-16 ,       59 ,       702 ,      45
         642 ,2022-10-21 ,       67 ,       248 ,      62
         643 ,2021-05-24 ,       39 ,       874 ,      67
         644 ,2024-01-04 ,       66 ,       211 ,      22
         645 ,2024-04-07 ,       59 ,       356 ,      55
         646 ,2023-04-02 ,       53 ,       558 ,      83
         647 ,2020-01-19 ,       99 ,       328 ,      34
         648 ,2020-07-02 ,       26 ,       291 ,       8
         649 ,2023-09-24 ,       89 ,       282 ,      50
         650 ,2020-10-31 ,        0 ,       753 ,       8
         651 ,2023-11-15 ,       61 ,       672 ,      82
         652 ,2023-11-10 ,       77 ,       621 ,      70
         653 ,2023-09-23 ,       87 ,       970 ,      52
         654 ,2023-03-17 ,       28 ,       991 ,       6
         655 ,2022-10-11 ,       84 ,       682 ,      63
         656 ,2021-04-30 ,        0 ,       802 ,      99
         657 ,2021-11-19 ,       62 ,       882 ,      63
         658 ,2022-08-13 ,       74 ,       104 ,      97
         659 ,2020-04-30 ,       53 ,       183 ,      36
         660 ,2024-03-02 ,        3 ,       885 ,      42
         661 ,2020-05-06 ,       54 ,       732 ,      66
         662 ,2024-10-02 ,       23 ,       807 ,      82
         663 ,2023-09-26 ,       79 ,        35 ,      21
         664 ,2022-02-28 ,       65 ,       342 ,      87
         665 ,2024-04-13 ,       97 ,       449 ,      36
         666 ,2023-12-19 ,        6 ,       215 ,      47
         667 ,2020-05-11 ,        0 ,       613 ,      41
         668 ,2022-01-28 ,        0 ,       689 ,      67
         669 ,2021-12-13 ,       55 ,       241 ,      59
         670 ,2021-08-24 ,        5 ,       287 ,      82
         671 ,2023-09-01 ,       52 ,       515 ,      66
         672 ,2022-06-04 ,       38 ,       771 ,      76
         673 ,2023-02-25 ,        0 ,       326 ,      56
         674 ,2021-05-12 ,       60 ,        50 ,      91
         675 ,2021-05-10 ,       76 ,       317 ,      10
         676 ,2022-06-18 ,       71 ,       574 ,      47
         677 ,2020-03-07 ,       93 ,       612 ,      63
         678 ,2023-05-07 ,       65 ,       226 ,      57
         679 ,2021-05-04 ,        0 ,       442 ,      91
         680 ,2020-11-12 ,       10 ,       911 ,       6
         681 ,2021-04-21 ,       53 ,       641 ,      34
         682 ,2022-05-26 ,       82 ,       928 ,      40
         683 ,2021-05-25 ,       77 ,       781 ,       1
         684 ,2020-04-10 ,       77 ,       570 ,      64
         685 ,2022-09-13 ,       88 ,       558 ,      68
         686 ,2021-05-28 ,       81 ,        22 ,      23
         687 ,2021-11-21 ,       66 ,        43 ,      54
         688 ,2020-03-10 ,        0 ,       361 ,      97
         689 ,2021-01-06 ,       64 ,       971 ,      12
         690 ,2022-03-31 ,       52 ,       540 ,       1
         691 ,2020-01-28 ,       80 ,       167 ,      65
         692 ,2021-03-04 ,       65 ,       203 ,      57
         693 ,2021-12-15 ,       40 ,       887 ,      25
         694 ,2021-09-25 ,        6 ,       930 ,      76
         695 ,2023-05-17 ,        0 ,       528 ,      95
         696 ,2020-01-29 ,       11 ,       826 ,      53
         697 ,2024-03-13 ,        7 ,       305 ,       8
         698 ,2020-11-13 ,       27 ,       472 ,      13
         699 ,2022-11-20 ,        0 ,       558 ,      94
         700 ,2022-11-20 ,       72 ,        46 ,      99
         701 ,2024-09-16 ,        0 ,       321 ,      96
         702 ,2024-04-24 ,       52 ,       713 ,      76
         703 ,2024-03-11 ,       32 ,       748 ,      34
         704 ,2023-09-18 ,       83 ,       244 ,      80
         705 ,2024-02-18 ,       18 ,       448 ,      64
         706 ,2020-04-22 ,       36 ,       331 ,      35
         707 ,2022-05-10 ,       34 ,       707 ,      10
         708 ,2024-02-06 ,       67 ,         3 ,      80
         709 ,2021-09-04 ,       23 ,       906 ,      76
         710 ,2024-06-07 ,       52 ,       985 ,      32
         711 ,2021-07-26 ,       81 ,       847 ,      95
         712 ,2024-04-03 ,        4 ,       532 ,       1
         713 ,2021-01-19 ,        0 ,       823 ,      33
         714 ,2020-12-25 ,       78 ,       737 ,      89
         715 ,2023-04-21 ,       71 ,       839 ,      67
         716 ,2022-08-07 ,       35 ,       276 ,      57
         717 ,2021-05-16 ,        0 ,       859 ,      15
         718 ,2021-03-17 ,       83 ,       901 ,       1
         719 ,2022-09-02 ,        0 ,       677 ,      10
         720 ,2021-05-12 ,       42 ,       941 ,      94
         721 ,2021-03-03 ,       63 ,       994 ,      70
         722 ,2024-02-06 ,       94 ,       487 ,      87
         723 ,2021-07-21 ,       29 ,       429 ,      60
         724 ,2024-05-29 ,       91 ,       457 ,      12
         725 ,2020-12-08 ,       99 ,       450 ,      76
         726 ,2021-12-25 ,       76 ,       867 ,      59
         727 ,2022-11-11 ,        4 ,       769 ,       6
         728 ,2020-08-23 ,       56 ,       433 ,       4
         729 ,2023-03-09 ,       47 ,       913 ,      74
         730 ,2023-11-12 ,        6 ,       169 ,      16
         731 ,2023-06-08 ,        0 ,       884 ,      23
         732 ,2020-09-20 ,       47 ,       357 ,       6
         733 ,2021-09-15 ,       94 ,        25 ,      19
         734 ,2022-12-15 ,        0 ,       854 ,      47
         735 ,2020-10-15 ,       53 ,       589 ,      97
         736 ,2024-08-05 ,        0 ,       586 ,      65
         737 ,2021-02-19 ,       16 ,       998 ,      74
         738 ,2022-11-07 ,        7 ,       832 ,      93
         739 ,2023-01-13 ,       26 ,       119 ,      78
         740 ,2022-12-22 ,       69 ,       139 ,      52
         741 ,2022-02-27 ,        0 ,       666 ,      38
         742 ,2024-04-22 ,       19 ,        89 ,      14
         743 ,2020-08-04 ,       74 ,       576 ,      78
         744 ,2024-06-19 ,       10 ,       261 ,      20
         745 ,2021-09-28 ,       92 ,       518 ,      29
         746 ,2022-03-04 ,       36 ,       698 ,      25
         747 ,2021-07-01 ,        0 ,       357 ,      93
         748 ,2023-02-23 ,       55 ,       655 ,      56
         749 ,2022-10-11 ,       69 ,       244 ,      90
         750 ,2020-11-20 ,       60 ,       731 ,      44
         751 ,2022-05-22 ,       20 ,       859 ,      13
         752 ,2021-03-24 ,       80 ,        79 ,      16
         753 ,2020-08-16 ,       44 ,       142 ,      89
         754 ,2024-07-03 ,       63 ,       114 ,      98
         755 ,2024-01-22 ,       48 ,       825 ,      45
         756 ,2022-07-07 ,        2 ,       595 ,      41
         757 ,2021-03-19 ,        1 ,       731 ,      10
         758 ,2023-01-07 ,       84 ,       517 ,      38
         759 ,2020-05-12 ,       35 ,       524 ,      60
         760 ,2024-04-02 ,        0 ,       861 ,       6
         761 ,2024-05-08 ,       69 ,       101 ,      39
         762 ,2020-01-12 ,       29 ,       544 ,      62
         763 ,2023-09-23 ,       66 ,       398 ,      59
         764 ,2021-01-08 ,       54 ,        67 ,      65
         765 ,2022-12-28 ,       45 ,       912 ,      86
         766 ,2020-08-09 ,       98 ,       844 ,      48
         767 ,2022-09-22 ,        0 ,       259 ,       8
         768 ,2021-05-25 ,       23 ,       244 ,      76
         769 ,2020-03-15 ,       54 ,       301 ,      52
         770 ,2021-07-14 ,       71 ,       636 ,       6
         771 ,2022-01-20 ,       52 ,        13 ,      96
         772 ,2022-11-07 ,       66 ,       599 ,      38
         773 ,2024-09-13 ,       76 ,       615 ,      35
         774 ,2022-07-31 ,        0 ,       223 ,      35
         775 ,2022-08-27 ,        0 ,        43 ,      80
         776 ,2021-04-27 ,        0 ,        71 ,      75
         777 ,2024-06-09 ,       39 ,       685 ,      58
         778 ,2022-01-10 ,       19 ,       653 ,      19
         779 ,2020-03-02 ,       70 ,       656 ,      44
         780 ,2023-01-19 ,       85 ,       901 ,      11
         781 ,2023-09-17 ,       65 ,       664 ,      11
         782 ,2023-01-11 ,       53 ,       873 ,      84
         783 ,2021-07-24 ,       93 ,        39 ,      55
         784 ,2022-09-14 ,       13 ,       265 ,      42
         785 ,2024-06-06 ,        6 ,       588 ,      74
         786 ,2022-01-06 ,       14 ,       180 ,      96
         787 ,2023-09-26 ,       36 ,       948 ,      63
         788 ,2022-11-08 ,       34 ,       863 ,      20
         789 ,2021-11-13 ,        0 ,       881 ,      24
         790 ,2023-04-01 ,       16 ,        10 ,      45
         791 ,2021-09-13 ,       33 ,       208 ,      87
         792 ,2022-10-16 ,       62 ,       324 ,      13
         793 ,2022-04-07 ,       80 ,       380 ,      85
         794 ,2022-08-26 ,       19 ,       784 ,      92
         795 ,2023-03-23 ,        0 ,       460 ,      31
         796 ,2024-02-29 ,       86 ,        20 ,      31
         797 ,2020-01-23 ,       39 ,       563 ,      92
         798 ,2024-06-03 ,       72 ,       539 ,      60
         799 ,2020-09-06 ,       13 ,       795 ,      78
         800 ,2023-10-12 ,       30 ,       957 ,      94
         801 ,2024-04-11 ,       70 ,       284 ,     100
         802 ,2021-09-14 ,       37 ,       843 ,      87
         803 ,2024-05-03 ,       30 ,       682 ,      30
         804 ,2024-04-04 ,       18 ,       797 ,      10
         805 ,2022-02-25 ,       83 ,       369 ,       5
         806 ,2024-07-06 ,        0 ,        99 ,      55
         807 ,2023-10-19 ,       75 ,       473 ,      80
         808 ,2024-09-28 ,       96 ,       681 ,       4
         809 ,2020-04-19 ,       83 ,       515 ,      14
         810 ,2021-04-09 ,        0 ,       442 ,      30
         811 ,2024-07-06 ,       47 ,       958 ,      55
         812 ,2023-07-16 ,       57 ,       544 ,      96
         813 ,2020-07-10 ,        2 ,       296 ,      29
         814 ,2024-06-27 ,        0 ,       786 ,      90
         815 ,2024-06-24 ,       91 ,       268 ,      16
         816 ,2020-12-04 ,       69 ,       277 ,      14
         817 ,2020-09-07 ,        6 ,       603 ,       5
         818 ,2020-10-20 ,       40 ,       437 ,      86
         819 ,2022-11-03 ,       40 ,        21 ,      93
         820 ,2020-10-12 ,        0 ,       567 ,      57
         821 ,2023-08-01 ,       57 ,       547 ,      92
         822 ,2024-01-05 ,       45 ,       550 ,      52
         823 ,2020-01-10 ,       51 ,       625 ,      67
         824 ,2021-09-27 ,        0 ,       703 ,      87
         825 ,2020-05-05 ,       68 ,       558 ,      25
         826 ,2022-06-07 ,        0 ,        54 ,      19
         827 ,2023-10-13 ,        9 ,       582 ,      23
         828 ,2024-04-13 ,       94 ,       270 ,      33
         829 ,2021-03-31 ,       81 ,       322 ,      27
         830 ,2021-05-30 ,       60 ,       834 ,      58
         831 ,2022-11-07 ,       91 ,       300 ,      88
         832 ,2024-02-05 ,       52 ,       980 ,      70
         833 ,2021-12-01 ,        0 ,       753 ,      61
         834 ,2022-11-04 ,       46 ,       934 ,      77
         835 ,2022-02-02 ,       38 ,       776 ,      45
         836 ,2020-08-06 ,       49 ,       794 ,      72
         837 ,2024-06-07 ,       24 ,       685 ,      90
         838 ,2022-08-24 ,        0 ,       329 ,      23
         839 ,2020-09-29 ,        3 ,       806 ,      97
         840 ,2024-06-12 ,       45 ,       171 ,      11
         841 ,2020-07-08 ,       48 ,       713 ,      99
         842 ,2020-06-16 ,        0 ,       424 ,       1
         843 ,2024-05-01 ,        8 ,       213 ,      53
         844 ,2023-11-22 ,        9 ,       740 ,      66
         845 ,2022-11-29 ,       63 ,       415 ,      34
         846 ,2023-01-26 ,       85 ,       567 ,      68
         847 ,2021-02-13 ,       12 ,       374 ,      60
         848 ,2020-02-12 ,        0 ,       865 ,      96
         849 ,2024-03-12 ,       85 ,        13 ,       7
         850 ,2022-06-18 ,       28 ,       786 ,      25
         851 ,2021-11-17 ,       79 ,       696 ,      13
         852 ,2024-03-07 ,       95 ,       763 ,      70
         853 ,2020-07-08 ,       11 ,       659 ,      90
         854 ,2021-01-06 ,        0 ,       448 ,      64
         855 ,2021-06-24 ,       65 ,       580 ,      34
         856 ,2024-08-19 ,        0 ,       186 ,      70
         857 ,2022-12-10 ,       50 ,       937 ,      33
         858 ,2023-07-13 ,       21 ,       343 ,      74
         859 ,2022-05-10 ,        0 ,       546 ,       7
         860 ,2020-06-05 ,       72 ,       735 ,      46
         861 ,2021-12-17 ,       85 ,       288 ,      48
         862 ,2022-05-14 ,        4 ,       323 ,      34
         863 ,2023-03-06 ,        0 ,       156 ,      52
         864 ,2023-05-10 ,        8 ,       100 ,      55
         865 ,2021-09-21 ,       19 ,       845 ,      56
         866 ,2023-07-13 ,        0 ,       407 ,      95
         867 ,2024-05-22 ,        0 ,       261 ,       9
         868 ,2023-10-18 ,       59 ,       418 ,      44
         869 ,2020-12-30 ,       53 ,       867 ,      67
         870 ,2020-06-24 ,       40 ,       592 ,      71
         871 ,2021-01-24 ,        3 ,       866 ,      94
         872 ,2023-01-16 ,       27 ,       177 ,       6
         873 ,2024-08-18 ,       31 ,       354 ,      94
         874 ,2020-05-31 ,       23 ,       637 ,      76
         875 ,2023-11-04 ,       16 ,        94 ,      13
         876 ,2023-05-24 ,       80 ,       765 ,      97
         877 ,2020-11-03 ,       27 ,       164 ,      60
         878 ,2022-08-08 ,        0 ,       105 ,      63
         879 ,2020-09-21 ,       75 ,       385 ,      95
         880 ,2021-06-29 ,       56 ,       617 ,      89
         881 ,2024-10-02 ,        0 ,       611 ,      23
         882 ,2023-10-01 ,       49 ,       878 ,      84
         883 ,2021-01-06 ,       43 ,       551 ,      80
         884 ,2023-06-24 ,        0 ,        48 ,      69
         885 ,2023-09-30 ,       87 ,       925 ,      25
         886 ,2020-03-04 ,       72 ,       149 ,      81
         887 ,2020-01-26 ,       83 ,       169 ,      84
         888 ,2023-04-13 ,        0 ,       701 ,      30
         889 ,2021-12-27 ,        0 ,        66 ,      31
         890 ,2024-06-17 ,       44 ,       932 ,      97
         891 ,2022-04-04 ,       63 ,       316 ,      27
         892 ,2021-12-09 ,        0 ,       931 ,      64
         893 ,2024-06-18 ,        9 ,       774 ,      31
         894 ,2020-08-16 ,       43 ,       341 ,       8
         895 ,2021-08-07 ,       70 ,        94 ,      81
         896 ,2021-07-17 ,        6 ,       420 ,      56
         897 ,2022-10-11 ,        0 ,       186 ,      33
         898 ,2021-11-16 ,       36 ,       442 ,      70
         899 ,2024-04-11 ,       37 ,       985 ,      97
         900 ,2024-06-24 ,       84 ,       812 ,      78
         901 ,2024-03-26 ,       21 ,       233 ,      78
         902 ,2024-08-26 ,        0 ,       941 ,      84
         903 ,2022-08-26 ,        0 ,        50 ,       4
         904 ,2024-01-09 ,       24 ,       971 ,      87
         905 ,2021-05-17 ,       64 ,       415 ,       8
         906 ,2023-01-03 ,       54 ,       359 ,      13
         907 ,2020-08-30 ,        0 ,       761 ,      81
         908 ,2023-07-29 ,       79 ,       566 ,      69
         909 ,2020-12-21 ,       52 ,       672 ,      60
         910 ,2021-06-20 ,       88 ,       315 ,      92
         911 ,2021-12-26 ,        0 ,       421 ,      39
         912 ,2021-08-25 ,       37 ,       754 ,      89
         913 ,2022-01-19 ,       70 ,       880 ,      55
         914 ,2024-03-06 ,        0 ,       195 ,      18
         915 ,2024-04-15 ,        8 ,       256 ,      86
         916 ,2020-07-10 ,        0 ,       514 ,      85
         917 ,2020-11-09 ,       51 ,       351 ,      83
         918 ,2022-07-04 ,       97 ,       956 ,      87
         919 ,2024-08-07 ,        0 ,        46 ,      97
         920 ,2022-05-06 ,        0 ,       916 ,      46
         921 ,2020-06-08 ,       65 ,       807 ,       1
         922 ,2021-11-04 ,       48 ,       800 ,      73
         923 ,2022-06-24 ,       77 ,       230 ,      14
         924 ,2022-08-11 ,       73 ,       321 ,      96
         925 ,2021-11-20 ,       22 ,       587 ,      46
         926 ,2021-04-11 ,       45 ,       741 ,       4
         927 ,2020-01-07 ,        2 ,       501 ,      55
         928 ,2021-08-31 ,       70 ,       564 ,      60
         929 ,2021-11-22 ,       41 ,       870 ,      45
         930 ,2023-12-31 ,       74 ,       347 ,       6
         931 ,2022-09-14 ,       18 ,        54 ,      65
         932 ,2024-08-13 ,        0 ,       219 ,      66
         933 ,2021-01-20 ,       49 ,       634 ,      52
         934 ,2022-09-10 ,       70 ,       813 ,      14
         935 ,2024-02-25 ,       32 ,       534 ,      51
         936 ,2023-02-21 ,       85 ,       254 ,      62
         937 ,2022-03-12 ,       71 ,       951 ,      15
         938 ,2020-08-25 ,        0 ,       241 ,      67
         939 ,2020-02-17 ,       55 ,       501 ,      62
         940 ,2022-03-15 ,        6 ,       248 ,      58
         941 ,2020-09-27 ,        0 ,       163 ,      49
         942 ,2021-03-18 ,       49 ,       465 ,      73
         943 ,2022-12-02 ,       29 ,       255 ,      28
         944 ,2022-10-25 ,       17 ,       491 ,      18
         945 ,2022-07-06 ,        0 ,       319 ,       7
         946 ,2020-07-25 ,       31 ,       543 ,      92
         947 ,2021-11-28 ,       69 ,       298 ,      51
         948 ,2024-08-25 ,       66 ,       231 ,      97
         949 ,2020-04-06 ,       66 ,       323 ,      57
         950 ,2022-09-22 ,       54 ,       138 ,      66
         951 ,2022-04-22 ,       65 ,       306 ,      19
         952 ,2022-01-05 ,       89 ,       526 ,      76
         953 ,2023-12-17 ,       53 ,       305 ,      14
         954 ,2020-01-30 ,       49 ,       647 ,      60
         955 ,2020-09-19 ,       57 ,       423 ,      98
         956 ,2020-10-19 ,       96 ,       661 ,       9
         957 ,2022-11-05 ,       72 ,       292 ,      62
         958 ,2024-07-28 ,       67 ,       633 ,      72
         959 ,2022-06-17 ,        0 ,       879 ,      66
         960 ,2023-05-05 ,       46 ,       956 ,      18
         961 ,2020-09-19 ,       40 ,       823 ,      28
         962 ,2023-08-07 ,       26 ,       337 ,      44
         963 ,2022-06-10 ,        0 ,       141 ,      76
         964 ,2021-10-31 ,       17 ,       927 ,      62
         965 ,2023-11-21 ,       96 ,       638 ,      32
         966 ,2021-09-13 ,        0 ,       508 ,      73
         967 ,2022-10-11 ,       15 ,        37 ,      42
         968 ,2021-06-16 ,       25 ,       768 ,      46
         969 ,2022-12-14 ,        0 ,       386 ,      93
         970 ,2022-09-15 ,       20 ,       147 ,      60
         971 ,2022-01-19 ,       51 ,       558 ,      71
         972 ,2020-11-16 ,       34 ,       769 ,     100
         973 ,2020-04-17 ,        0 ,       667 ,      49
         974 ,2021-12-26 ,       75 ,       445 ,      48
         975 ,2021-03-18 ,       57 ,       506 ,      41
         976 ,2020-08-04 ,        0 ,       729 ,      95
         977 ,2021-11-19 ,       85 ,       597 ,      27
         978 ,2024-06-06 ,       83 ,       434 ,      75
         979 ,2020-12-06 ,       78 ,       279 ,      93
         980 ,2022-10-31 ,       31 ,       415 ,      79
         981 ,2024-05-31 ,       98 ,       442 ,     100
         982 ,2023-09-14 ,       23 ,       504 ,      98
         983 ,2023-11-20 ,       65 ,       338 ,      87
         984 ,2020-03-28 ,       26 ,       796 ,      69
         985 ,2022-10-19 ,       42 ,       325 ,      98
         986 ,2020-03-07 ,       85 ,       696 ,      29
         987 ,2021-05-20 ,        0 ,       441 ,      41
         988 ,2024-09-12 ,        0 ,       796 ,      25
         989 ,2023-01-15 ,       23 ,       580 ,      38
         990 ,2024-05-01 ,       37 ,       703 ,      24
         991 ,2021-07-31 ,       43 ,       188 ,      98
         992 ,2020-06-28 ,        0 ,       662 ,      61
         993 ,2022-04-23 ,       15 ,       143 ,      82
         994 ,2022-11-27 ,       26 ,         5 ,      81
         995 ,2020-08-07 ,       66 ,        61 ,      11
         996 ,2020-08-18 ,       39 ,       302 ,       1
         997 ,2024-05-11 ,       71 ,       788 ,      44
         998 ,2024-02-04 ,       54 ,       846 ,      46
         999 ,2023-10-05 ,       29 ,       669 ,      26
        1000 ,2022-08-03 ,       69 ,       363 ,       1
