DiscussionCount ,AverageRating ,FeedbackCount ,TotalCourseCount ,AverageQuizScore ,TotalTimeSpent ,EngagementLevelScore ,EngagementLevel
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.22 ,         1.08 ,         8.76 ,               1 ,               3 ,           216 , 24.616              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          11.5  ,         3.67 ,        31.12 ,               2 ,              57 ,            46 , 28.691500000000005  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          10.67 ,         3.23 ,        34.34 ,               2 ,              56 ,           172 , 41.4095             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.26 ,         1.35 ,         6.65 ,               1 ,              15 ,           217 , 27.569500000000005  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          13.24 ,         3.48 ,        33.44 ,               2 ,              58 ,           226 , 47.706              ,              0
           1.55 ,         0.15 ,         7.75 ,               1 ,              13 ,           215 , 26.8475             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.88 ,         0.6  ,         9.62 ,               1 ,               5 ,            98 , 13.9                ,              0
          13.83 ,         3.64 ,        30.94 ,               3 ,              52 ,           210 , 44.464              ,              0
           1.02 ,         1.34 ,         4.04 ,               1 ,              16 ,            43 ,  9.847              ,              0
           2.4  ,         1.6  ,         3.54 ,               1 ,               2 ,           203 , 22.588              ,              0
           0.82 ,         1.37 ,         2.57 ,               1 ,              18 ,           196 , 25.320500000000003  ,              0
           0.01 ,         0.85 ,         3.9  ,               1 ,              18 ,            58 , 11.4945             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.2  ,         0.57 ,         2.69 ,               1 ,              14 ,           272 , 32.020500000000006  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.21 ,         1.97 ,         7.78 ,               1 ,               7 ,           110 , 15.0405             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          11.44 ,         3.17 ,        30.46 ,               2 ,              41 ,           112 , 31.0225             ,              0
          10.26 ,         3.14 ,        31.72 ,               2 ,              45 ,            95 , 30.331000000000003  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.2  ,         4.0  ,        35.1  ,               2 ,              53 ,           249 , 49.41               ,              0
           1.69 ,         1.05 ,         2.94 ,               1 ,               4 ,            98 , 12.1885             ,              0
           0.72 ,         1.96 ,         8.21 ,               1 ,               6 ,           149 , 18.876              ,              0
           1.58 ,         1.01 ,         4.86 ,               1 ,              15 ,           228 , 28.2905             ,              0
           1.21 ,         0.61 ,         7.76 ,               1 ,              14 ,           195 , 25.1465             ,              0
          12.86 ,         3.99 ,        38.92 ,               3 ,              51 ,            92 , 33.9035             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.7  ,         1.75 ,         6.09 ,               1 ,               1 ,           316 , 33.8455             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.51 ,         1.76 ,         7.92 ,               1 ,              15 ,            41 , 10.576              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.48 ,         3.72 ,        34.85 ,               3 ,              52 ,            61 , 30.496              ,              0
           2.11 ,         0.61 ,         2.87 ,               1 ,               7 ,           171 , 20.198500000000003  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          10.91 ,         3.45 ,        35.2  ,               2 ,              46 ,           191 , 41.084500000000006  ,              0
           2.3  ,         1.91 ,         7.92 ,               1 ,              16 ,            95 , 16.2215             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.98 ,         0.43 ,         4.36 ,               1 ,              16 ,           221 , 27.4755             ,              0
          11.35 ,         3.65 ,        35.73 ,               2 ,              60 ,           106 , 36.328500000000005  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.28 ,         0.21 ,         9.65 ,               1 ,               3 ,            42 ,  7.1885             ,              0
          10.46 ,         3.86 ,        34.83 ,               2 ,              50 ,           229 , 45.82300000000001   ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          13.34 ,         3.74 ,        39.54 ,               2 ,              60 ,           189 , 45.81100000000001   ,              0
           0.68 ,         0.66 ,         9.08 ,               1 ,              12 ,           273 , 32.617000000000004  ,              0
           1.33 ,         1.99 ,         5.37 ,               1 ,               8 ,           105 , 14.5375             ,              0
          13.47 ,         3.68 ,        31.45 ,               2 ,              42 ,           191 , 39.904              ,              0
          10.2  ,         3.11 ,        32.1  ,               3 ,              50 ,           194 , 41.7375             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.87 ,         0.87 ,         3.09 ,               1 ,               6 ,           129 , 15.8095             ,              0
           1.87 ,         0.25 ,         5.32 ,               1 ,               7 ,           309 , 34.350500000000004  ,              0
           2.25 ,         1.05 ,         3.84 ,               1 ,              15 ,           164 , 21.8305             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.68 ,         1.69 ,         1.36 ,               1 ,               8 ,           229 , 26.1305             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.73 ,         0.98 ,         9.9  ,               1 ,              14 ,            91 , 15.171              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.87 ,         0.74 ,         4.17 ,               1 ,               4 ,            55 ,  7.893              ,              0
           0.17 ,         0.58 ,         3.9  ,               1 ,               8 ,            40 ,  7.159              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          13.08 ,         3.45 ,        35.53 ,               2 ,              53 ,           128 , 37.03450000000001   ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.39 ,         0.09 ,         4.08 ,               1 ,               4 ,            70 ,  9.1165             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          10.48 ,         3.6  ,        38.86 ,               2 ,              44 ,           140 , 36.168              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.2  ,         0.54 ,         3.9  ,               1 ,               1 ,           119 , 13.305              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.5  ,         3.49 ,        38.41 ,               3 ,              52 ,            25 , 27.5545             ,              0
           2.91 ,         1.9  ,         5.82 ,               1 ,              19 ,           163 , 23.471              ,              0
           1.16 ,         1.4  ,         7.82 ,               1 ,              18 ,           161 , 22.946              ,              0
          10.97 ,         3.99 ,        35.12 ,               2 ,              46 ,            95 , 31.6155             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          11.67 ,         3.99 ,        33.5  ,               2 ,              45 ,           248 , 46.4815             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          13.12 ,         3.37 ,        37.85 ,               2 ,              51 ,           209 , 45.0865             ,              0
          13.78 ,         3.29 ,        39.54 ,               2 ,              55 ,           204 , 46.0365             ,              0
           1.63 ,         0.39 ,         9.58 ,               1 ,               4 ,           219 , 25.4395             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.62 ,         1.07 ,         2.73 ,               1 ,              19 ,           102 , 16.2875             ,              0
           0.47 ,         1.79 ,         2.83 ,               1 ,              14 ,            67 , 11.5075             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.52 ,         1.14 ,         8.59 ,               1 ,               1 ,           170 , 19.957              ,              0
           2.45 ,         1.98 ,         5.72 ,               1 ,               8 ,           182 , 22.529              ,              0
          12.48 ,         3.77 ,        33.98 ,               3 ,              60 ,           225 , 48.3345             ,              0
           1.31 ,         1.01 ,         8.53 ,               1 ,              16 ,           322 , 38.62050000000001   ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          13.84 ,         3.82 ,        36.14 ,               2 ,              56 ,           161 , 41.451              ,              0
          12.66 ,         3.19 ,        32.8  ,               3 ,              51 ,            86 , 31.8395             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          10.99 ,         3.53 ,        32.3  ,               2 ,              52 ,            48 , 27.7405             ,              0
           1.32 ,         0.81 ,         7.66 ,               1 ,              14 ,            28 ,  8.4985             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.16 ,         0.96 ,         2.64 ,               1 ,              19 ,            85 , 14.25               ,              0
           0.28 ,         0.79 ,         4.81 ,               1 ,              12 ,           107 , 15.1155             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          12.39 ,         3.48 ,        36.25 ,               2 ,              56 ,           245 , 49.498000000000005  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.88 ,         0.91 ,         4.12 ,               1 ,               3 ,           143 , 16.8775             ,              0
           1.84 ,         0.47 ,         4.59 ,               1 ,               3 ,           254 , 27.753500000000003  ,              0
           0.21 ,         1.1  ,         8.01 ,               1 ,              17 ,            11 ,  7.468999999999999  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.06 ,         1.47 ,         5.81 ,               1 ,              15 ,           187 , 24.5915             ,              0
           2.05 ,         1.37 ,         8.92 ,               1 ,              10 ,           245 , 29.7365             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.1  ,         1.02 ,         1.42 ,               1 ,               2 ,           129 , 14.359              ,              0
           0.72 ,         1.79 ,         3.09 ,               1 ,              18 ,           204 , 26.3095             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.3  ,         3.67 ,        31.41 ,               3 ,              46 ,            76 , 29.759500000000003  ,              0
          14.05 ,         4.0  ,        33.32 ,               2 ,              51 ,            37 , 27.324              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.16 ,         0.41 ,         4.06 ,               1 ,              12 ,           204 , 24.7465             ,              0
           1.1  ,         1.41 ,         2.55 ,               1 ,               7 ,            62 ,  9.2325             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.06 ,         0.2  ,         5.37 ,               1 ,              13 ,            74 , 12.186              ,              0
           1.61 ,         1.57 ,         4.27 ,               1 ,              17 ,            97 , 15.718500000000002  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.11 ,         1.96 ,         3.72 ,               1 ,               5 ,           146 , 17.706000000000003  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.76 ,         1.57 ,         8.74 ,               1 ,               9 ,           274 , 32.3425             ,              0
          12.74 ,         3.43 ,        32.28 ,               2 ,              44 ,           136 , 34.8615             ,              0
           2.49 ,         1.12 ,         3.97 ,               1 ,              19 ,           199 , 26.422000000000004  ,              0
           0.69 ,         1.07 ,         8.65 ,               1 ,               4 ,           135 , 16.8355             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.29 ,         1.68 ,         3.98 ,               1 ,               6 ,           277 , 30.674000000000003  ,              0
           1.21 ,         1.12 ,         8.92 ,               1 ,              14 ,            21 ,  8.106              ,              0
          12.13 ,         3.44 ,        39.98 ,               2 ,              53 ,           180 , 42.932              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.5  ,         1.08 ,         8.11 ,               1 ,               4 ,           210 , 24.392              ,              0
           1.62 ,         0.96 ,         6.02 ,               1 ,               8 ,           161 , 20.068              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          12.92 ,         3.86 ,        31.88 ,               2 ,              42 ,            73 , 28.125000000000004  ,              0
           2.08 ,         0.0  ,         9.82 ,               1 ,              16 ,           221 , 28.68               ,              0
           1.47 ,         1.26 ,         3.64 ,               1 ,              17 ,           109 , 16.687              ,              0
           0.25 ,         1.2  ,         3.51 ,               1 ,              16 ,            23 ,  7.552              ,              0
           2.01 ,         1.21 ,         6.25 ,               1 ,               4 ,           192 , 22.3545             ,              0
          10.02 ,         3.89 ,        39.63 ,               3 ,              54 ,           200 , 45.0025             ,              0
           0.05 ,         0.4  ,         2.08 ,               1 ,               7 ,           294 , 31.876              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.51 ,         1.31 ,         1.41 ,               1 ,              16 ,           103 , 15.4115             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.35 ,         3.7  ,        37.59 ,               2 ,              42 ,           217 , 43.913              ,              0
           1.21 ,         1.81 ,         7.41 ,               1 ,              18 ,           301 , 36.9765             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          12.8  ,         3.33 ,        39.56 ,               2 ,              49 ,           146 , 38.5545             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          13.06 ,         3.28 ,        33.89 ,               2 ,              53 ,           204 , 44.260000000000005  ,              0
           1.0  ,         0.83 ,         9.26 ,               1 ,               4 ,            52 ,  8.659500000000001  ,              0
          11.36 ,         3.21 ,        39.65 ,               2 ,              57 ,           157 , 41.3545             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.7  ,         3.77 ,        35.39 ,               2 ,              45 ,           155 , 38.1105             ,              0
           1.34 ,         0.9  ,         7.68 ,               1 ,              14 ,           111 , 16.829              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.82 ,         3.49 ,        31.31 ,               2 ,              43 ,           164 , 37.6485             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.09 ,         1.29 ,         9.58 ,               1 ,              14 ,            67 , 12.8565             ,              0
           0.66 ,         1.36 ,         7.49 ,               1 ,               6 ,           143 , 17.970000000000002  ,              0
           0.42 ,         0.77 ,         3.19 ,               1 ,               2 ,            12 ,  2.8145             ,              0
           2.14 ,         0.51 ,         8.37 ,               1 ,               0 ,            72 ,  9.6295             ,              0
           0.25 ,         1.17 ,         7.68 ,               1 ,               1 ,           249 , 27.228500000000004  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.49 ,         0.06 ,         9.62 ,               1 ,               9 ,           231 , 27.987              ,              0
           0.46 ,         1.53 ,         1.21 ,               1 ,              10 ,           155 , 18.9165             ,              0
           1.19 ,         1.52 ,         9.89 ,               1 ,              13 ,           242 , 30.246              ,              0
           2.46 ,         1.88 ,         1.51 ,               1 ,               6 ,            73 , 10.264              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.27 ,         0.58 ,         9.97 ,               1 ,               6 ,            27 ,  6.993              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.18 ,         1.68 ,         2.73 ,               1 ,               7 ,           233 , 26.252              ,              0
           1.8  ,         0.26 ,         4.13 ,               1 ,               1 ,           321 , 33.801              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.09 ,         1.2  ,         2.62 ,               1 ,               2 ,           231 , 24.642000000000003  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          13.09 ,         3.18 ,        34.29 ,               2 ,              48 ,           174 , 40.071              ,              0
           2.8  ,         0.5  ,         5.38 ,               1 ,              18 ,           320 , 38.461              ,              0
          12.27 ,         3.29 ,        35.98 ,               3 ,              51 ,            38 , 27.6225             ,              0
           1.56 ,         0.25 ,         8.83 ,               1 ,              12 ,           227 , 28.0405             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.43 ,         0.37 ,         6.11 ,               1 ,              15 ,           111 , 16.6505             ,              0
           0.66 ,         0.43 ,         1.9  ,               1 ,               2 ,            55 ,  6.8195             ,              0
          14.96 ,         3.79 ,        34.27 ,               2 ,              56 ,           149 , 40.0935             ,              0
           1.13 ,         1.32 ,         2.7  ,               1 ,              13 ,           105 , 15.046              ,              0
           2.18 ,         1.98 ,         8.81 ,               1 ,              12 ,           301 , 35.993              ,              0
           0.39 ,         0.61 ,         6.63 ,               1 ,               2 ,           109 , 13.1565             ,              0
           1.65 ,         1.37 ,         6.79 ,               1 ,              18 ,            34 , 10.1305             ,              0
          11.19 ,         3.98 ,        31.87 ,               2 ,              51 ,            47 , 27.457              ,              0
          10.36 ,         3.35 ,        35.19 ,               2 ,              52 ,            25 , 25.8475             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.47 ,         1.33 ,         5.73 ,               1 ,               7 ,           220 , 25.7225             ,              0
           1.29 ,         0.24 ,         1.37 ,               1 ,              11 ,            42 ,  7.742              ,              0
           2.1  ,         1.57 ,         4.49 ,               1 ,              16 ,           176 , 23.5105             ,              0
           0.3  ,         0.29 ,         9.55 ,               1 ,              16 ,           217 , 27.942500000000003  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.67 ,         1.12 ,         1.79 ,               1 ,               5 ,            62 ,  8.822              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.43 ,         1.72 ,         5.1  ,               1 ,              19 ,           157 , 22.186              ,              0
           2.35 ,         0.81 ,         8.19 ,               1 ,              15 ,           318 , 38.060500000000005  ,              0
           2.12 ,         1.01 ,         8.21 ,               1 ,              13 ,           298 , 35.5685             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          10.7  ,         3.56 ,        32.93 ,               2 ,              48 ,           182 , 40.216              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.62 ,         0.06 ,         4.94 ,               1 ,              19 ,           231 , 29.377              ,              0
          13.42 ,         3.9  ,        33.81 ,               2 ,              42 ,            23 , 23.621              ,              0
           0.16 ,         1.27 ,         4.41 ,               1 ,              17 ,           178 , 23.4815             ,              0
           0.82 ,         0.08 ,         7.42 ,               1 ,               4 ,           264 , 29.268              ,              0
           0.91 ,         0.66 ,         5.08 ,               1 ,              10 ,            86 , 12.663              ,              0
          13.79 ,         3.22 ,        32.37 ,               2 ,              58 ,            67 , 31.637              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.99 ,         0.4  ,         4.17 ,               1 ,              15 ,           254 , 30.682              ,              0
          13.99 ,         3.45 ,        36.97 ,               2 ,              52 ,           170 , 41.4545             ,              0
           0.24 ,         0.94 ,         7.47 ,               1 ,              19 ,           148 , 21.527              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.08 ,         0.5  ,         5.51 ,               1 ,               9 ,           201 , 23.793000000000003  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           1.72 ,         1.63 ,         7.21 ,               1 ,               8 ,           211 , 25.4935             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          10.66 ,         3.87 ,        31.11 ,               3 ,              60 ,           237 , 48.621500000000005  ,              0
          14.46 ,         3.48 ,        37.13 ,               2 ,              50 ,           195 , 43.588              ,              0
          11.22 ,         3.63 ,        32.81 ,               2 ,              51 ,           271 , 49.9635             ,              0
           2.32 ,         0.85 ,         3.58 ,               1 ,              12 ,           256 , 30.192500000000003  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.51 ,         3.52 ,        31.93 ,               3 ,              47 ,           134 , 35.918              ,              0
           0.08 ,         0.29 ,         3.87 ,               1 ,              12 ,           151 , 19.1625             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          14.13 ,         3.72 ,        31.15 ,               2 ,              43 ,           131 , 34.236000000000004  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.37 ,         1.03 ,         9.7  ,               1 ,               1 ,           165 , 19.2215             ,              0
           2.24 ,         0.43 ,         5.77 ,               1 ,              13 ,            37 ,  8.8595             ,              0
           1.81 ,         1.32 ,         9.43 ,               1 ,              12 ,           114 , 17.178              ,              0
          12.14 ,         3.8  ,        36.53 ,               2 ,              43 ,           128 , 34.634              ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           2.5  ,         1.71 ,         2.46 ,               1 ,               2 ,           253 , 27.4195             ,              0
           2.87 ,         0.41 ,         9.86 ,               1 ,               8 ,            50 ,  9.8485             ,              0
           0.9  ,         1.5  ,         6.6  ,               1 ,               8 ,           180 , 22.075              ,              0
          11.58 ,         3.35 ,        38.32 ,               3 ,              46 ,           247 , 47.61750000000001   ,              0
          10.78 ,         3.23 ,        34.58 ,               2 ,              41 ,           139 , 34.4295             ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
          10.43 ,         3.11 ,        39.23 ,               3 ,              45 ,           137 , 36.2595             ,              0
          12.17 ,         3.15 ,        37.14 ,               2 ,              44 ,           200 , 42.0495             ,              0
           2.27 ,         0.92 ,         2.77 ,               1 ,               9 ,           307 , 34.388000000000005  ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.11 ,         0.91 ,         1.93 ,               1 ,               5 ,           195 , 21.5855             ,              0
           1.8  ,         1.08 ,         6.05 ,               1 ,               1 ,            39 ,  6.19               ,              0
           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,              0
           0.36 ,         0.98 ,         5.13 ,               1 ,              13 ,           294 , 34.193000000000005  ,              0
          16.86 ,         4.3  ,        59.85 ,               4 ,              67 ,            21 , 36.067              ,              0
           1.5  ,         0.3  ,         7.36 ,               1 ,              15 ,            18 ,  7.597              ,              0
          11.65 ,         3.23 ,        30.51 ,               3 ,              51 ,           143 , 36.8895             ,              0
          10.8  ,         3.98 ,        39.02 ,               2 ,              50 ,            33 , 27.159              ,              0
           0.12 ,         0.51 ,         2.08 ,               1 ,               6 ,            36 ,  5.8675             ,              0
