EmployeeID ,Department          ,DiscussionCount ,AverageRating ,FeedbackCount ,TotalCourseCount ,AverageQuizScore ,TotalTimeSpent ,EngagementLevelScore ,EngagementLevel
       238 ,Customer Support    ,           0.23 ,         1.96 ,         4.29 ,               1 ,              10 ,            65 , 10.594000000000001  ,Low
       239 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       240 ,Customer Support    ,           0.17 ,         1.83 ,         3.09 ,               1 ,              19 ,            29 ,  8.9595             ,Low
       241 ,Customer Support    ,          10.46 ,         3.86 ,        34.83 ,               2 ,              50 ,           229 , 45.82300000000001   ,Low
       242 ,Operations          ,          11.96 ,         3.34 ,        32.69 ,               2 ,              56 ,           238 , 47.965              ,Low
       243 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       244 ,Marketing           ,          11.93 ,         3.63 ,        30.3  ,               3 ,              57 ,           262 , 50.4035             ,Medium
       245 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       246 ,Operations          ,           0.68 ,         1.69 ,         5.44 ,               1 ,              11 ,           256 , 30.1965             ,Low
       247 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       248 ,Finance             ,          12.64 ,         3.86 ,        35.49 ,               2 ,              44 ,           187 , 40.691              ,Low
       249 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       250 ,Legal               ,           0.8  ,         0.0  ,         2.38 ,               1 ,              10 ,           307 , 34.036              ,Low
       251 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       252 ,Legal               ,           1.35 ,         0.14 ,         1.91 ,               1 ,              13 ,           238 , 27.937              ,Low
       253 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       254 ,Finance             ,           0.01 ,         0.85 ,         3.9  ,               1 ,              18 ,            58 , 11.4945             ,Low
       255 ,Finance             ,          13.58 ,         3.75 ,        31.38 ,               2 ,              53 ,           322 , 55.779500000000006  ,Medium
       256 ,Customer Support    ,          13.45 ,         3.6  ,        30.14 ,               2 ,              41 ,           118 , 32.068              ,Low
       257 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       258 ,Legal               ,          11.04 ,         3.86 ,        39.35 ,               2 ,              43 ,           261 , 48.293000000000006  ,Low
       259 ,Finance             ,          18.35 ,         4.9  ,        50.37 ,               4 ,              96 ,           104 , 50.169000000000004  ,Medium
       260 ,Finance             ,           2.82 ,         1.91 ,         8.08 ,               1 ,              10 ,            35 ,  8.8575             ,Low
       261 ,Sales               ,          14.84 ,         3.37 ,        39.67 ,               2 ,              44 ,            32 , 26.3445             ,Low
       262 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       263 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       264 ,Human Resources     ,          11.25 ,         3.63 ,        35.77 ,               2 ,              45 ,           199 , 41.86150000000001   ,Low
       265 ,Finance             ,          12.14 ,         3.8  ,        36.53 ,               2 ,              43 ,           128 , 34.634              ,Low
       266 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       267 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       268 ,Engineering         ,           1.06 ,         0.2  ,         5.37 ,               1 ,              13 ,            74 , 12.186              ,Low
       269 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       270 ,Sales               ,           2.71 ,         0.53 ,         9.13 ,               1 ,              13 ,           125 , 18.4505             ,Low
       271 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       272 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       273 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       274 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       275 ,IT                  ,          11.34 ,         3.34 ,        39.38 ,               2 ,              59 ,            31 , 29.229000000000003  ,Low
       276 ,Marketing           ,          13.58 ,         3.46 ,        34.55 ,               2 ,              56 ,            34 , 28.290999999999997  ,Low
       277 ,Customer Support    ,           0.22 ,         1.08 ,         8.76 ,               1 ,               3 ,           216 , 24.616              ,Low
       278 ,IT                  ,           1.71 ,         1.61 ,         3.7  ,               1 ,              17 ,           198 , 25.7345             ,Low
       279 ,Human Resources     ,           2.91 ,         1.77 ,         1.89 ,               1 ,               2 ,           221 , 24.2025             ,Low
       280 ,Legal               ,          13.89 ,         3.41 ,        36.42 ,               2 ,              50 ,           209 , 44.7145             ,Low
       281 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       282 ,Human Resources     ,           2.7  ,         1.68 ,         8.96 ,               1 ,              19 ,           292 , 36.902              ,Low
       283 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       284 ,Sales               ,          12.92 ,         3.86 ,        31.88 ,               2 ,              42 ,            73 , 28.125000000000004  ,Low
       285 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       286 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       287 ,Human Resources     ,          14.27 ,         3.36 ,        30.34 ,               2 ,              46 ,           232 , 44.862              ,Low
       288 ,Legal               ,          12.11 ,         3.79 ,        37.0  ,               2 ,              41 ,           255 , 46.9195             ,Low
       289 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       290 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       291 ,Finance             ,           1.21 ,         1.12 ,         8.92 ,               1 ,              14 ,            21 ,  8.106              ,Low
       292 ,Sales               ,           1.02 ,         1.34 ,         4.04 ,               1 ,              16 ,            43 ,  9.847              ,Low
       293 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       294 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       295 ,Sales               ,           0.04 ,         1.26 ,         8.54 ,               1 ,               6 ,           233 , 27.031000000000002  ,Low
       296 ,Customer Support    ,           0.66 ,         0.43 ,         1.9  ,               1 ,               2 ,            55 ,  6.8195             ,Low
       297 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       298 ,Finance             ,           2.35 ,         0.57 ,         5.63 ,               1 ,              19 ,            96 , 16.288500000000003  ,Low
       299 ,Customer Support    ,           2.23 ,         0.36 ,         1.38 ,               1 ,              14 ,           299 , 34.412000000000006  ,Low
       300 ,Customer Support    ,           1.47 ,         0.71 ,         7.06 ,               1 ,              11 ,           275 , 32.3335             ,Low
       301 ,IT                  ,           0.32 ,         1.07 ,         8.26 ,               1 ,              19 ,           195 , 26.433500000000002  ,Low
       302 ,Engineering         ,          14.74 ,         3.24 ,        32.62 ,               2 ,              42 ,           147 , 35.882000000000005  ,Low
       303 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       304 ,Engineering         ,           0.93 ,         1.24 ,         7.83 ,               1 ,               6 ,           230 , 26.762              ,Low
       305 ,Engineering         ,          14.16 ,         3.67 ,        32.68 ,               3 ,              56 ,           166 , 41.4855             ,Low
       306 ,Legal               ,           0.11 ,         1.85 ,         1.12 ,               1 ,               4 ,           209 , 22.808500000000002  ,Low
       307 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       308 ,Engineering         ,           2.64 ,         0.55 ,         9.77 ,               1 ,               2 ,           306 , 33.9195             ,Low
       309 ,Finance             ,          12.07 ,         3.38 ,        31.38 ,               2 ,              52 ,           299 , 52.83500000000001   ,Medium
       310 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       311 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       312 ,Engineering         ,           0.75 ,         0.3  ,         8.47 ,               1 ,              14 ,            30 ,  8.619              ,Low
       313 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       314 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       315 ,Finance             ,          10.43 ,         3.93 ,        34.19 ,               3 ,              59 ,           161 , 41.3565             ,Low
       316 ,Sales               ,          13.83 ,         3.64 ,        30.94 ,               3 ,              52 ,           210 , 44.464              ,Low
       317 ,Customer Support    ,          11.5  ,         3.67 ,        31.12 ,               2 ,              57 ,            46 , 28.691500000000005  ,Low
       318 ,Human Resources     ,          14.48 ,         3.72 ,        34.85 ,               3 ,              52 ,            61 , 30.496000000000002  ,Low
       319 ,Legal               ,           2.88 ,         0.62 ,         8.46 ,               1 ,              16 ,            87 , 15.323              ,Low
       320 ,Customer Support    ,           1.76 ,         0.56 ,         6.64 ,               1 ,               0 ,           256 , 27.62               ,Low
       321 ,Operations          ,          14.56 ,         3.66 ,        35.14 ,               3 ,              53 ,            19 , 26.604999999999997  ,Low
       322 ,Human Resources     ,          11.11 ,         3.35 ,        35.05 ,               2 ,              50 ,           309 , 53.8695             ,Medium
       323 ,Operations          ,          11.58 ,         3.35 ,        38.32 ,               3 ,              46 ,           247 , 47.61750000000001   ,Low
       324 ,Finance             ,           2.52 ,         1.14 ,         8.59 ,               1 ,               1 ,           170 , 19.957              ,Low
       325 ,Finance             ,           2.79 ,         1.18 ,         9.5  ,               1 ,              13 ,           300 , 36.203              ,Low
       326 ,Engineering         ,           2.91 ,         1.9  ,         5.82 ,               1 ,              19 ,           163 , 23.471              ,Low
       327 ,Engineering         ,          14.21 ,         3.32 ,        30.12 ,               3 ,              60 ,           277 , 52.996              ,Medium
       328 ,Engineering         ,          13.9  ,         3.81 ,        32.69 ,               2 ,              50 ,           119 , 35.0705             ,Low
       329 ,Engineering         ,          14.17 ,         3.26 ,        32.6  ,               3 ,              54 ,           278 , 52.069              ,Medium
       330 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       331 ,Engineering         ,           1.26 ,         1.35 ,         6.65 ,               1 ,              15 ,           217 , 27.569500000000005  ,Low
       332 ,Marketing           ,           2.88 ,         0.1  ,         5.44 ,               1 ,              10 ,           289 , 33.289              ,Low
       333 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       334 ,Legal               ,          13.79 ,         3.22 ,        32.37 ,               2 ,              58 ,            67 , 31.637              ,Low
       335 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       336 ,Operations          ,           2.14 ,         0.51 ,         8.37 ,               1 ,               0 ,            72 ,  9.6295             ,Low
       337 ,Customer Support    ,           2.18 ,         0.16 ,         4.72 ,               1 ,               6 ,           312 , 34.32               ,Low
       338 ,Finance             ,           0.23 ,         0.21 ,         4.03 ,               1 ,               9 ,            68 , 10.1545             ,Low
       339 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       340 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       341 ,Marketing           ,           1.51 ,         1.31 ,         1.41 ,               1 ,              16 ,           103 , 15.4115             ,Low
       342 ,Product Development ,          19.01 ,         4.91 ,        42.47 ,               4 ,              79 ,           222 , 56.273500000000006  ,Medium
       343 ,Operations          ,          12.13 ,         3.44 ,        39.98 ,               2 ,              53 ,           180 , 42.932              ,Low
       344 ,Operations          ,           0.78 ,         1.3  ,         5.5  ,               1 ,              19 ,           161 , 22.631              ,Low
       345 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       346 ,Operations          ,           0.48 ,         1.62 ,         5.4  ,               1 ,               1 ,            18 ,  3.8309999999999995 ,Low
       347 ,Engineering         ,           1.54 ,         0.2  ,         7.93 ,               1 ,              16 ,            58 , 11.944              ,Low
       348 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       349 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       350 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       351 ,Product Development ,          12.65 ,         3.8  ,        33.98 ,               3 ,              54 ,           223 , 46.676              ,Low
       352 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       353 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       354 ,IT                  ,           2.22 ,         1.46 ,         5.74 ,               1 ,              15 ,           236 , 29.507              ,Low
       355 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       356 ,Product Development ,           1.57 ,         0.88 ,         2.29 ,               1 ,              19 ,           113 , 17.242              ,Low
       357 ,Sales               ,          13.35 ,         3.46 ,        37.34 ,               2 ,              52 ,           316 , 56.003              ,Medium
       358 ,Product Development ,           0.33 ,         0.98 ,         1.85 ,               1 ,               4 ,           292 , 31.081000000000003  ,Low
       359 ,Operations          ,          14.5  ,         3.49 ,        38.41 ,               3 ,              52 ,            25 , 27.554499999999997  ,Low
       360 ,Product Development ,           1.07 ,         1.33 ,         5.54 ,               1 ,               8 ,            95 , 13.3545             ,Low
       361 ,Product Development ,          18.36 ,         4.98 ,        59.48 ,               4 ,              83 ,            93 , 47.663              ,Low
       362 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       363 ,Customer Support    ,          13.42 ,         3.9  ,        33.81 ,               2 ,              42 ,            23 , 23.621000000000002  ,Low
       364 ,IT                  ,           1.55 ,         1.7  ,         5.12 ,               1 ,              13 ,           305 , 35.709              ,Low
       365 ,Sales               ,           1.65 ,         1.37 ,         6.79 ,               1 ,              18 ,            34 , 10.130500000000001  ,Low
       366 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       367 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       368 ,Engineering         ,           0.01 ,         0.22 ,         9.31 ,               1 ,              13 ,            39 ,  9.269              ,Low
       369 ,IT                  ,          12.18 ,         3.86 ,        38.39 ,               3 ,              60 ,           301 , 56.779              ,Medium
       370 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       371 ,Human Resources     ,           1.15 ,         0.71 ,         7.35 ,               1 ,               5 ,           207 , 24.027500000000003  ,Low
       372 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       373 ,Customer Support    ,          10.61 ,         3.82 ,        31.08 ,               2 ,              60 ,           211 , 45.793              ,Low
       374 ,Finance             ,           2.31 ,         0.1  ,         3.45 ,               1 ,               4 ,            53 ,  7.6770000000000005 ,Low
       375 ,Human Resources     ,           1.21 ,         1.81 ,         7.41 ,               1 ,              18 ,           301 , 36.9765             ,Low
       376 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       377 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       378 ,Operations          ,          14.16 ,         3.96 ,        33.47 ,               2 ,              60 ,           275 , 53.416              ,Medium
       379 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       380 ,IT                  ,          12.21 ,         3.59 ,        38.3  ,               2 ,              48 ,           155 , 38.8995             ,Low
       381 ,IT                  ,           1.67 ,         1.58 ,         3.3  ,               1 ,              13 ,            90 , 13.839              ,Low
       382 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       383 ,IT                  ,          10.88 ,         3.74 ,        31.92 ,               2 ,              49 ,            50 , 27.145000000000003  ,Low
       384 ,Operations          ,          10.55 ,         3.22 ,        33.14 ,               3 ,              43 ,            32 , 24.093              ,Low
       385 ,Finance             ,          12.97 ,         3.74 ,        30.08 ,               2 ,              50 ,           173 , 39.745000000000005  ,Low
       386 ,Human Resources     ,           0.21 ,         1.1  ,         8.01 ,               1 ,              17 ,            11 ,  7.468999999999999  ,Low
       387 ,Engineering         ,           2.88 ,         0.91 ,         4.12 ,               1 ,               3 ,           143 , 16.8775             ,Low
       388 ,Sales               ,           0.39 ,         0.09 ,         4.08 ,               1 ,               4 ,            70 ,  9.1165             ,Low
       389 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       390 ,Product Development ,          14.67 ,         3.34 ,        38.93 ,               2 ,              55 ,            16 , 27.305              ,Low
       391 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       392 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       393 ,Sales               ,           1.37 ,         0.59 ,         7.71 ,               1 ,               0 ,           233 , 25.4635             ,Low
       394 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       395 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       396 ,Finance             ,          14.84 ,         3.72 ,        31.39 ,               2 ,              48 ,           306 , 53.176              ,Medium
       397 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       398 ,Customer Support    ,           0.24 ,         1.2  ,         7.74 ,               1 ,               1 ,           133 , 15.646              ,Low
       399 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       400 ,Operations          ,           2.06 ,         1.21 ,         7.89 ,               1 ,              10 ,            97 , 14.6925             ,Low
       401 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       402 ,Sales               ,           0.01 ,         1.54 ,         7.73 ,               1 ,               7 ,           165 , 20.383              ,Low
       403 ,Finance             ,          10.5  ,         3.96 ,        30.95 ,               2 ,              47 ,           160 , 37.43               ,Low
       404 ,Human Resources     ,           0.11 ,         0.59 ,         4.05 ,               1 ,               2 ,           127 , 14.3795             ,Low
       405 ,Engineering         ,          14.65 ,         3.75 ,        31.96 ,               2 ,              57 ,           268 , 51.709500000000006  ,Medium
       406 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       407 ,Operations          ,           0.81 ,         0.2  ,         4.07 ,               1 ,              12 ,            64 , 10.626000000000001  ,Low
       408 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       409 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       410 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       411 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       412 ,Customer Support    ,           2.54 ,         0.81 ,         1.85 ,               1 ,               8 ,           170 , 20.2805             ,Low
       413 ,Marketing           ,           0.16 ,         1.27 ,         4.41 ,               1 ,              17 ,           178 , 23.4815             ,Low
       414 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       415 ,Engineering         ,          12.65 ,         3.47 ,        39.71 ,               3 ,              42 ,            21 , 24.539500000000004  ,Low
       416 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       417 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       418 ,Customer Support    ,           0.65 ,         0.06 ,         8.39 ,               1 ,              14 ,           167 , 22.223              ,Low
       419 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       420 ,Human Resources     ,           2.49 ,         0.06 ,         9.62 ,               1 ,               9 ,           231 , 27.987000000000002  ,Low
       421 ,Human Resources     ,          11.56 ,         3.29 ,        37.53 ,               3 ,              43 ,           267 , 48.6905             ,Low
       422 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       423 ,Engineering         ,           2.25 ,         1.05 ,         3.84 ,               1 ,              15 ,           164 , 21.8305             ,Low
       424 ,Sales               ,          13.06 ,         3.28 ,        33.89 ,               2 ,              53 ,           204 , 44.260000000000005  ,Low
       425 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       426 ,IT                  ,          11.75 ,         3.96 ,        32.25 ,               2 ,              60 ,           233 , 48.489999999999995  ,Low
       427 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       428 ,Sales               ,           0.55 ,         0.12 ,         8.72 ,               1 ,               0 ,           190 , 21.084              ,Low
       429 ,Finance             ,           2.96 ,         1.55 ,         7.03 ,               1 ,               3 ,            26 ,  5.935500000000001  ,Low
       430 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       431 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       432 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       433 ,Operations          ,          14.55 ,         3.47 ,        37.48 ,               2 ,              54 ,           173 , 42.4735             ,Low
       434 ,Sales               ,           1.99 ,         1.28 ,         3.35 ,               1 ,               7 ,           141 , 17.438000000000002  ,Low
       435 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       436 ,Human Resources     ,          12.75 ,         3.59 ,        35.02 ,               2 ,              52 ,            75 , 31.3515             ,Low
       437 ,Operations          ,          13.69 ,         3.52 ,        33.77 ,               2 ,              48 ,           118 , 34.572              ,Low
       438 ,Product Development ,           2.23 ,         0.34 ,         4.45 ,               1 ,              18 ,           134 , 19.521              ,Low
       439 ,Human Resources     ,           2.67 ,         0.35 ,         7.2  ,               1 ,               3 ,           197 , 22.711500000000004  ,Low
       440 ,Marketing           ,           0.37 ,         1.45 ,         8.4  ,               1 ,              14 ,           231 , 28.916500000000003  ,Low
       441 ,IT                  ,           0.44 ,         0.48 ,         6.06 ,               1 ,               9 ,           107 , 14.57               ,Low
       442 ,Marketing           ,          16.86 ,         4.3  ,        59.85 ,               4 ,              67 ,            21 , 36.067              ,Low
       443 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       444 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       445 ,Sales               ,           0.42 ,         0.77 ,         3.19 ,               1 ,               2 ,            12 ,  2.8145000000000002 ,Low
       446 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       447 ,IT                  ,          11.05 ,         3.43 ,        33.07 ,               3 ,              41 ,           131 , 33.6315             ,Low
       448 ,Operations          ,          10.66 ,         3.87 ,        31.11 ,               3 ,              60 ,           237 , 48.621500000000005  ,Low
       449 ,Operations          ,          12.74 ,         3.43 ,        32.28 ,               2 ,              44 ,           136 , 34.8615             ,Low
       450 ,Legal               ,           1.43 ,         1.53 ,         1.58 ,               1 ,               8 ,           150 , 18.1845             ,Low
       451 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       452 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       453 ,Marketing           ,          13.26 ,         3.3  ,        39.5  ,               2 ,              60 ,           166 , 43.377              ,Low
       454 ,Finance             ,          10.7  ,         3.16 ,        31.3  ,               2 ,              42 ,           131 , 33.190000000000005  ,Low
       455 ,Human Resources     ,           0.18 ,         1.68 ,         2.73 ,               1 ,               7 ,           233 , 26.252000000000002  ,Low
       456 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       457 ,IT                  ,           0.62 ,         0.26 ,         8.49 ,               1 ,              10 ,            18 ,  6.387              ,Low
       458 ,Operations          ,           0.87 ,         0.28 ,         1.26 ,               1 ,              18 ,            28 ,  7.996              ,Low
       459 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       460 ,Operations          ,          13.47 ,         3.68 ,        31.45 ,               2 ,              42 ,           191 , 39.904              ,Low
       461 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       462 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       463 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       464 ,Product Development ,           1.55 ,         0.15 ,         7.75 ,               1 ,              13 ,           215 , 26.8475             ,Low
       465 ,Marketing           ,          10.65 ,         3.86 ,        36.11 ,               3 ,              48 ,           245 , 47.417              ,Low
       466 ,Product Development ,           2.82 ,         0.49 ,         7.55 ,               1 ,               0 ,            54 ,  7.7965             ,Low
       467 ,Customer Support    ,          13.24 ,         3.48 ,        33.44 ,               2 ,              58 ,           226 , 47.706              ,Low
       468 ,Human Resources     ,          13.61 ,         3.15 ,        32.0  ,               2 ,              52 ,           199 , 43.209500000000006  ,Low
       469 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       470 ,Legal               ,           1.19 ,         1.52 ,         9.89 ,               1 ,              13 ,           242 , 30.246000000000002  ,Low
       471 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       472 ,Sales               ,          10.56 ,         3.2  ,        31.98 ,               2 ,              46 ,           261 , 47.308              ,Low
       473 ,Human Resources     ,           0.08 ,         0.29 ,         3.87 ,               1 ,              12 ,           151 , 19.1625             ,Low
       474 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       475 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       476 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
