EmployeeID ,DiscussionCount ,LastPostDate
       799 ,              2 ,2024-09-22 18:51:18
       800 ,              1 ,2024-01-02 08:20:33
       802 ,              1 ,2024-01-07 18:28:04
       804 ,              3 ,2024-07-03 04:43:25
       805 ,              1 ,2024-02-20 06:12:00
       806 ,              2 ,2024-03-22 09:57:29
       807 ,              1 ,2024-05-26 08:05:45
       808 ,              2 ,2024-08-05 05:20:03
       809 ,              1 ,2024-06-06 15:42:20
       810 ,              1 ,2024-02-03 12:22:44
       812 ,              1 ,2024-07-25 17:07:54
       813 ,              3 ,2024-10-03 13:00:00
       814 ,              2 ,2024-08-26 09:45:19
       815 ,              4 ,2024-07-18 03:00:04
       816 ,              1 ,2024-02-19 16:19:09
       819 ,              1 ,2024-03-24 06:26:06
       820 ,              1 ,2024-07-13 07:58:23
       821 ,              1 ,2024-08-10 18:56:49
       823 ,              2 ,2024-05-01 19:03:42
       825 ,              2 ,2024-04-23 07:43:12
       826 ,              3 ,2024-07-18 13:04:34
       827 ,              2 ,2024-05-06 16:07:05
       828 ,              4 ,2024-09-25 19:13:56
       829 ,              1 ,2024-03-11 16:24:53
       830 ,              4 ,2024-08-03 12:10:19
       831 ,              1 ,2024-09-10 21:34:23
       833 ,              1 ,2024-04-15 08:07:28
       834 ,              1 ,2024-03-21 12:48:17
       835 ,              3 ,2024-09-10 03:31:14
       836 ,              2 ,2024-09-10 23:27:16
       837 ,              1 ,2024-04-15 06:24:56
       838 ,              4 ,2024-07-17 22:45:41
       839 ,              1 ,2024-04-27 14:45:06
       841 ,              1 ,2024-08-04 21:58:54
       843 ,              2 ,2024-08-14 11:18:41
       845 ,              1 ,2024-06-09 22:45:54
       846 ,              5 ,2024-04-12 10:02:14
       848 ,              1 ,2024-03-20 00:55:38
       850 ,              3 ,2024-07-17 09:19:18
       851 ,              1 ,2024-09-05 03:05:24
       852 ,              4 ,2024-09-29 22:34:02
       853 ,              2 ,2024-04-06 00:23:50
       854 ,              4 ,2024-09-18 01:29:55
       855 ,              2 ,2024-06-11 05:20:53
       857 ,              3 ,2024-04-19 11:50:28
       858 ,              3 ,2024-10-04 11:34:15
       859 ,              2 ,2024-04-07 05:10:54
       860 ,              1 ,2024-06-27 14:10:47
       861 ,              2 ,2024-02-15 10:33:11
       862 ,              1 ,2024-02-05 03:28:56
       863 ,              1 ,2024-02-03 18:35:07
       864 ,              2 ,2024-03-26 17:07:56
       865 ,              4 ,2024-09-30 00:58:37
       867 ,              2 ,2024-09-30 10:23:00
       868 ,              2 ,2024-09-03 00:18:51
       869 ,              1 ,2024-08-14 08:10:52
       870 ,              1 ,2024-02-18 13:41:10
       871 ,              1 ,2024-08-30 13:14:23
       872 ,              1 ,2024-08-01 03:38:06
       873 ,              2 ,2024-10-02 07:54:51
       874 ,              4 ,2024-08-06 19:06:23
       876 ,              1 ,2024-01-16 07:42:56
       877 ,              1 ,2024-06-07 13:18:29
       878 ,              3 ,2024-05-25 01:53:50
       879 ,              2 ,2024-09-01 08:26:26
       880 ,              1 ,2024-03-30 09:18:48
       883 ,              2 ,2024-06-20 03:12:17
       884 ,              2 ,2024-04-23 19:29:05
       885 ,              2 ,2024-05-01 10:44:54
       886 ,              5 ,2024-09-26 04:19:40
       888 ,              2 ,2024-02-13 18:22:21
       889 ,              3 ,2024-09-25 19:37:44
       890 ,              1 ,2024-06-10 04:51:15
       891 ,              3 ,2024-07-28 02:58:46
       892 ,              1 ,2024-02-24 06:39:03
       893 ,              2 ,2024-09-11 19:19:58
       894 ,              1 ,2024-07-24 17:23:28
       897 ,              2 ,2024-04-21 15:59:06
       898 ,              2 ,2024-06-15 15:51:14
       900 ,              2 ,2024-08-24 20:53:27
       901 ,              1 ,2024-02-08 15:12:53
       902 ,              2 ,2024-08-24 06:34:38
       903 ,              2 ,2024-06-08 06:39:29
       905 ,              4 ,2024-08-19 06:44:39
       906 ,              2 ,2024-09-23 05:01:55
       907 ,              1 ,2024-04-26 18:17:30
       908 ,              2 ,2024-06-04 13:55:24
       909 ,              2 ,2024-07-30 15:29:49
       910 ,              2 ,2024-05-17 23:55:14
       911 ,              2 ,2024-08-05 21:08:52
       912 ,              1 ,2024-04-28 21:17:00
       915 ,              1 ,2024-06-18 07:41:13
       916 ,              1 ,2024-07-13 17:42:10
       917 ,              1 ,2024-04-06 03:43:31
       918 ,              1 ,2024-08-03 09:43:00
       919 ,              1 ,2024-01-26 03:03:07
       920 ,              2 ,2024-06-26 21:05:15
       922 ,              3 ,2024-07-11 19:04:48
       923 ,              1 ,2024-05-12 11:14:12
       924 ,              1 ,2024-04-27 07:06:05
       925 ,              2 ,2024-07-18 14:59:15
       926 ,              3 ,2024-08-04 07:15:09
       927 ,              2 ,2024-05-06 04:46:42
       928 ,              3 ,2024-03-20 19:15:01
       929 ,              2 ,2024-08-19 11:23:41
       930 ,              1 ,2024-03-08 12:41:13
       931 ,              1 ,2024-01-26 20:51:17
       932 ,              3 ,2024-09-20 19:38:37
       933 ,              2 ,2024-08-30 23:45:00
       934 ,              1 ,2024-08-04 04:05:03
       935 ,              3 ,2024-04-23 18:34:06
       937 ,              2 ,2024-02-23 22:10:15
       938 ,              1 ,2024-02-29 21:27:36
       939 ,              1 ,2024-08-29 23:29:30
       940 ,              3 ,2024-05-09 20:09:11
       941 ,              2 ,2024-07-17 16:38:24
       942 ,              1 ,2024-06-03 08:42:07
       945 ,              1 ,2024-03-22 14:00:36
       946 ,              2 ,2024-07-21 05:44:56
       948 ,              1 ,2024-08-30 06:18:14
       949 ,              1 ,2024-07-21 19:15:19
       952 ,              2 ,2024-03-13 15:40:06
       953 ,              1 ,2024-08-17 06:01:03
       954 ,              3 ,2024-08-18 18:47:21
       955 ,              3 ,2024-03-28 20:46:26
       957 ,              2 ,2024-07-28 13:57:15
       958 ,              2 ,2024-06-19 03:54:47
       959 ,              4 ,2024-09-06 10:36:13
       960 ,              3 ,2024-09-01 12:38:46
       961 ,              1 ,2024-06-07 19:22:32
       962 ,              1 ,2024-02-22 07:56:01
       963 ,              1 ,2024-06-15 06:35:35
       965 ,              2 ,2024-03-07 20:34:16
       966 ,              1 ,2024-01-26 03:03:25
       968 ,              1 ,2024-09-03 16:22:03
       969 ,              1 ,2024-09-30 19:08:11
       970 ,              2 ,2024-05-22 05:06:06
       971 ,              2 ,2024-07-08 20:24:57
       972 ,              2 ,2024-07-21 09:27:23
       973 ,              3 ,2024-08-26 14:44:22
       974 ,              1 ,2024-01-13 08:21:46
       975 ,              2 ,2024-06-13 01:43:37
       978 ,              1 ,2024-01-28 20:20:54
       979 ,              3 ,2024-09-19 09:57:36
       980 ,              2 ,2024-07-14 00:11:22
       981 ,              1 ,2024-03-22 01:31:01
       982 ,              2 ,2024-04-11 21:57:08
       984 ,              1 ,2024-03-07 16:16:49
       985 ,              1 ,2024-05-15 03:50:26
       986 ,              3 ,2024-08-10 12:36:36
       987 ,              1 ,2024-06-02 02:11:25
       988 ,              3 ,2024-07-19 12:08:06
       990 ,              3 ,2024-08-08 10:28:03
       991 ,              2 ,2024-03-09 03:53:26
       992 ,              2 ,2024-06-21 00:28:18
       994 ,              2 ,2024-07-02 08:32:09
       995 ,              1 ,2024-06-22 11:08:33
       997 ,              1 ,2024-04-12 03:45:54
       998 ,              3 ,2024-09-28 09:28:58
